triple_id,head_id,head,relation,value,chapter_no,chunk_id,subj_suspect
T1149,520,নিলয়,অবস্থান,পেশি প্রসারিত,6,9-10-biology_secondary-6-85,False
T1150,401,ট্রাইকাসপিড,কারণ,ডান অলিন্দ-নিলয়ের ছিদ্রপথ ভালভ খুলে যাওয়া,6,9-10-biology_secondary-6-85,False
T1151,871,রক্ত,কাজ,ডান অলিন্দ থেকে ডান নিলয়ে প্রবেশ,6,9-10-biology_secondary-6-85,False
T1152,704,বাইকাসপিড,কারণ,বাম অলিন্দ এবং বাম নিলয়ের ছিদ্রপথ ভালভ খুলে যাওয়া,6,9-10-biology_secondary-6-85,False
T1153,871,রক্ত,কাজ,বাম অলিন্দ থেকে বাম নিলয়ে প্রবেশ,6,9-10-biology_secondary-6-85,False
T1154,330,ছিদ্র,কারণ,কপাটিকা দিয়ে বন্ধ হয়ে যাওয়া,6,9-10-biology_secondary-6-85,False
T1155,1111,হৃৎপিণ্ড,কাজ,রক্ত সঞ্চালন,6,9-10-biology_secondary-6-87,False
T1156,780,ভ্বৎপিণ্ড,অংশ,রক্ত সঞ্চালন তন্ত্রের প্রধান অঙ্গ,6,9-10-biology_secondary-6-87,False
T1157,1115,হৃৎপিণ্ডের প্রকোষ্ঠগুলো,অবস্থান,সম্পূর্ণ বিভক্ত,6,9-10-biology_secondary-6-87,False
T1158,876,রক্তনালি,কাজ,রক্ত প্রবাহিত বা সঞ্চালিত করা,6,9-10-biology_secondary-6-88,False
T1159,877,রক্তবাহিকা,প্রকার,রক্তনালি,6,9-10-biology_secondary-6-88,False
T1160,877,রক্তবাহিকা,কাজ,হৃৎপিণ্ড থেকে দেহের বিভিন্ন অংশে রক্ত বাহিত করা এবং দেহের বিভিন্ন অংশ থেকে পুনরায় হৃৎপিণ্ডে ফিরে আসাকরোনা,6,9-10-biology_secondary-6-88,False
T1161,877,রক্তবাহিকা,কারণ,"গঠন, আকৃতি এবং কাজের ভিত্তিতে",6,9-10-biology_secondary-6-88,False
T1162,877,রক্তবাহিকা,প্রকার,"ধমনি, শিরা এবং কৈশিক জালিকা",6,9-10-biology_secondary-6-88,False
T1163,478,ধমনি,কারণ,সাধারণত উচ্চমাত্রায় অক্সিজেনসমৃদ্ধ রক্ত হৃৎপিণ্ড থেকে সারাদেহে বাহিত হয়,6,9-10-biology_secondary-6-89,False
T1164,478,ধমনি,প্রকার,ফুসফুসীয় ধমনি,6,9-10-biology_secondary-6-89,False
T1165,478,ধমনি,কারণ,হৃৎপিন্ড থেকে উচ্চমাত্রায় কার্বন ডাই-অক্সাইডযুক্ত রক্ত ফুসফুসে পৌঁছে দেয়,6,9-10-biology_secondary-6-89,False
T1166,345,জাইলেম ভেসেল বা ফ্লোয়েমের সিভনল,কারণ,বন্ধ হয়ে গেলে উদ্ভিদের মৃত্যু অবধারিত,6,9-10-biology_secondary-6-9,False
T1167,390,টিউনিকা এক্সটার্না,অংশ,তন্তুময় যোজক টিস্যু,6,9-10-biology_secondary-6-90,False
T1168,391,টিউনিকা মিডিয়া,অংশ,বৃত্তাকার অনৈচ্ছিক পেশি,6,9-10-biology_secondary-6-90,False
T1169,389,টিউনিকা ইন্টারনা,অংশ,সরল আবরণী টিস্যু,6,9-10-biology_secondary-6-90,False
T1170,478,ধমনি,কারণ,ধমনিগাত্র সংকোচিত বা প্রসারিত হয়,6,9-10-biology_secondary-6-91,False
T1171,480,ধমনির ভিতর,কারণ,"ধমনিগাত্রের সংকোচন, প্রসারণ এবং স্থিতিস্থাপকতা",6,9-10-biology_secondary-6-91,False
T1172,491,নাড়িস্পন্দন,কারণ,"ধমনির ভিতর রক্তপ্রবাহ, ধমনিগাত্রের সংকোচন, প্রসারণ এবং স্থিতিস্থাপকতা",6,9-10-biology_secondary-6-91,False
T1173,964,শিরা,অবস্থান,"সূক্ষ্র শিরা, উপশিরা, অতঃপর শিরা এবং মহাশিরায়",6,9-10-biology_secondary-6-93,False
T1174,964,শিরা,কাজ,হৃৎপিণ্ডে ফিরে আসে,6,9-10-biology_secondary-6-93,False
T1175,669,ফুসফুসীয় শিরা,কাজ,অক্সিজেন সমৃদ্ধ রক্ত ফুসফুস থেকে হৃৎপিণ্ডে পৌঁছে দেয়,6,9-10-biology_secondary-6-93,False
T1176,196,কৈশিক জালিকা,অবস্থান,চুলের মতো অতি সৃক্ষন রক্তনালি,6,9-10-biology_secondary-6-95,False
T1177,196,কৈশিক জালিকা,কাজ,ধমনি শাখা-প্রশাখায় বিভক্তু হয়ে ক্রমে ক্রমে সূক্মতর কৈশিক নালিতে পরিণত হয়,6,9-10-biology_secondary-6-95,False
T1178,196,কৈশিক জালিকা,কাজ,প্রত্যেকটি কোষকে পরিবেষ্টন করে রাখে,6,9-10-biology_secondary-6-95,False
T1179,196,কৈশিক জালিকা,কারণ,ধমনি শাখা-প্রশাখায় বিভক্তু হয়,6,9-10-biology_secondary-6-95,False
T1180,196,কৈশিক জালিকা,লক্ষণ,পাতলা প্রাচীর,6,9-10-biology_secondary-6-95,False
T1181,1104,হাতের কক্জিতে রেট,পরিমাণ,60-100,6,9-10-biology_secondary-6-99,False
T1182,1105,হাতের কক্জিতে হালকা,কাজ,চাপ দিয়ে ধরে পালস রেট বের করা,6,9-10-biology_secondary-6-99,False
T1183,733,বিপি যন্ত্র,কাজ,রক্তচাপ মাপা,6,9-10-biology_secondary-6-99,False
T1184,733,বিপি যন্ত্র,অংশ,ডায়াস্টোলিক ও সিস্টোলিক চাপ দেখে রক্তচাপ নির্ণয়,6,9-10-biology_secondary-6-99,False
T1185,978,শ্বসনতন্ত্র,অংশ,নাসারস্ব ও নাসাপথ,7,9-10-biology_secondary-7-10,False
T1186,978,শ্বসনতন্ত্র,অংশ,গলনালি বা গলবিল,7,9-10-biology_secondary-7-10,False
T1187,978,শ্বসনতন্ত্র,অংশ,স্বরযন্দ্র,7,9-10-biology_secondary-7-10,False
T1188,978,শ্বসনতন্ত্র,অংশ,শ্বাসনালি বা ট্রাকিয়া,7,9-10-biology_secondary-7-10,False
T1189,978,শ্বসনতন্ত্র,অংশ,বায়ুনালি বা ব্রংকাস,7,9-10-biology_secondary-7-10,False
T1190,978,শ্বসনতন্ত্র,অংশ,ফুসফুস,7,9-10-biology_secondary-7-10,False
T1191,978,শ্বসনতন্ত্র,অংশ,মধ্যচ্ছদা,7,9-10-biology_secondary-7-10,False
T1192,499,নাসিকা,অবস্থান,মুখগহ্বরের উপরে,7,9-10-biology_secondary-7-11,False
T1193,499,নাসিকা,কাজ,গন্ধ পাওয়া,7,9-10-biology_secondary-7-11,False
T1194,499,নাসিকা,কাজ,বাতাসকে ফুসফুসের গ্রহণের উপযোগী করা,7,9-10-biology_secondary-7-11,False
T1195,497,নাসাপথ,অবস্থান,লোমাবৃত এবং গ্লেষ্মা প্রস্তুতকারী একটি পাতলা পর্দা দিয়ে আবৃত,7,9-10-biology_secondary-7-12,False
T1196,497,নাসাপথ,অংশ,সামনের অংশ,7,9-10-biology_secondary-7-12,False
T1197,497,নাসাপথ,অংশ,পিছনের অংশ,7,9-10-biology_secondary-7-12,False
T1198,497,নাসাপথ,কাজ,"ধূলিকণা, রোগজীবাণু এবং আবর্জনা থাকলে তা আটকে যায়",7,9-10-biology_secondary-7-12,False
T1199,497,নাসাপথ,কাজ,বায়ু ফুসফুসে প্রবেশ করার পূর্বে কিছু পরিমাণে নির্মল হয়ে যায়,7,9-10-biology_secondary-7-12,False
T1200,497,নাসাপথ,কাজ,শ্বসনের জন্য গৃহীত বায়ু নাসাপথ দিয়ে যাওয়ার সময় কিছুটা উষ্ণ এবং আর্দ্র হয়,7,9-10-biology_secondary-7-12,False
T1201,292,গলবিল,অবস্থান,মুখ হাঁ করলে মুখগহ্বরের পিছনে,7,9-10-biology_secondary-7-13,False
T1202,292,গলবিল,অবস্থান,নাসাপথের পিছনের অংশ থেকে স্বরযন্ত্রের উপরিভাগ পর্যন্ত বিস্তৃত,7,9-10-biology_secondary-7-13,False
T1203,292,গলবিল,অংশ,ছোট জিহ্বার মতো অংশ,7,9-10-biology_secondary-7-13,False
T1204,498,নাসাপথের পশ্চাৎপথ,কাজ,খাদ্য এবং পানীয় গলাধঃকরণের সময় বন্ধ করা,7,9-10-biology_secondary-7-14,False
T1205,292,গলবিল,অবস্থান,গলার নিচে এবং শ্বাসনালির উপরে,7,9-10-biology_secondary-7-15,False
T1206,584,পেশি,অংশ,স্বরযন্ত্রের দুই ধারে,7,9-10-biology_secondary-7-15,False
T1207,310,ঘোমটা,কারণ,পেশি,7,9-10-biology_secondary-7-15,False
T1208,310,ঘোমটা,কাজ,জিহ্বা ঢাকনা,7,9-10-biology_secondary-7-15,False
T1209,310,ঘোমটা,পরিমাণ,০০১০,7,9-10-biology_secondary-7-15,False
T1210,142,উপজিহ্বা,কারণ,ঘোমটা,7,9-10-biology_secondary-7-15,False
T1211,354,জিহ্বা,অংশ,স্বরযন্ত্রের উপরে,7,9-10-biology_secondary-7-15,False
T1212,422,ঢাকনা,কারণ,জিহ্বা,7,9-10-biology_secondary-7-15,False
T1213,708,বাতাস,কাজ,শ্বাস-প্রশ্বাস নেওয়ার সময় খোলা থাকে,7,9-10-biology_secondary-7-15,False
T1214,708,বাতাস,পরিমাণ,ফুসফুসে চিত্র ৭.০৩: নাসাপথ ও গলবিল,7,9-10-biology_secondary-7-15,False
T1215,655,ফাঁপা নল,অবস্থান,খাদ্যনালির সামনে,7,9-10-biology_secondary-7-16,False
T1216,655,ফাঁপা নল,অংশ,কিছু দূর নালিটি,7,9-10-biology_secondary-7-16,False
T1217,655,ফাঁপা নল,অংশ,দুটি বায়ুনল,7,9-10-biology_secondary-7-16,False
T1218,655,ফাঁপা নল,কারণ,অসম্পূর্ণ বলায়াকার তরুণাস্থি ও পেশি,7,9-10-biology_secondary-7-16,False
T1219,655,ফাঁপা নল,কারণ,ঝিল্লি দিয়ে আবৃত,7,9-10-biology_secondary-7-16,False
T1220,655,ফাঁপা নল,কারণ,সূক্ষ্ম লোমযুক্ত কোষ থাকে,7,9-10-biology_secondary-7-16,False
T1221,655,ফাঁপা নল,কারণ,বায়ু আসা-যাওয়া করে,7,9-10-biology_secondary-7-16,False
T1222,655,ফাঁপা নল,কারণ,সূক্ষ্ম লোমগুলো অপ্রয়োজনীয় বস্তুকণা গ্লেষ্মার সাথে বাইরে বের করে,7,9-10-biology_secondary-7-16,False
T1223,983,শ্বাসনালি স্বরযন্ত্রের নিম্নাংশ,অবস্থান,ফুসফুসের নিকটবর্তী স্থানে,7,9-10-biology_secondary-7-17,False
T1224,983,শ্বাসনালি স্বরযন্ত্রের নিম্নাংশ,কাজ,ডান এবং বাম দিকে দুটি শাখায় বিভক্ত হওয়া,7,9-10-biology_secondary-7-17,False
T1225,958,শাখাগুলো,অবস্থান,ফুসফুসে,7,9-10-biology_secondary-7-17,False
T1226,958,শাখাগুলো,কাজ,ব্রংকাই নামে পরিচিত হওয়া,7,9-10-biology_secondary-7-17,False
T1227,767,ব্রংকাই,অবস্থান,ফুসফুসে,7,9-10-biology_secondary-7-17,False
T1228,767,ব্রংকাই,কাজ,অসংখ্য শাখা-প্রশাখায় বিভক্ত হওয়া,7,9-10-biology_secondary-7-17,False
T1229,21,অণুক্লোম শাখা,অবস্থান,শ্বাসনালির,7,9-10-biology_secondary-7-17,False
T1230,667,ফুসফুস,অবস্থান,বক্ষগহ্বরের ভিতর,7,9-10-biology_secondary-7-18,False
T1231,667,ফুসফুস,কারণ,"স্পঞ্জের মতো নরম, কোমল ও হালকা লালচে রঙের",7,9-10-biology_secondary-7-18,False
T1232,667,ফুসফুস,অংশ,ডান ফুসফুস তিন খণ্ডে এবং বাম হৃৎপিণ্ড বকে ফুসফুলে,7,9-10-biology_secondary-7-18,False
T1233,667,ফুসফুস,অংশ,দুই খণ্ড,7,9-10-biology_secondary-7-19,False
T1234,667,ফুসফুস,অংশ,দুই ভাঁজ,7,9-10-biology_secondary-7-19,False
T1235,667,ফুসফুস,অবস্থান,বক্ষগাত্র,7,9-10-biology_secondary-7-19,False
T1236,667,ফুসফুস,কাজ,বায়ু সরাসরি বায়ুথলিতে যাতায়াত করতে পারে,7,9-10-biology_secondary-7-19,False
T1237,710,বায়ুথলি,কারণ,বায়ু প্রবেশ করলে এগুলো বেলুনের মতো ফুলে ওঠে এবং পরে আপনা-আপনি সংকুচিত হয়,7,9-10-biology_secondary-7-19,False
T1238,710,বায়ুথলি,অবস্থান,ফুসফুসে,7,9-10-biology_secondary-7-19,False
T1239,789,মধ্যচ্ছদা,কারণ,বক্ষগহ্বরের আয়তন বৃদ্ধি পায়,7,9-10-biology_secondary-7-20,False
T1240,789,মধ্যচ্ছদা,কারণ,উপরের দিকে উঠে,7,9-10-biology_secondary-7-20,False
T1241,789,মধ্যচ্ছদা,অবস্থান,বক্ষগহ্বরে,7,9-10-biology_secondary-7-20,False
T1242,789,মধ্যচ্ছদা,কাজ,প্রশ্বাস গ্রহণে গুরুত্বপূর্ণ ভূমিকা পালন করে,7,9-10-biology_secondary-7-20,False
T1243,981,শ্বাস-প্রশ্বাসের অঙ্গগুলো,অবস্থান,"গলবিলের দিকে খোলা, অন্য সবদিকে বন্ধ",7,9-10-biology_secondary-7-22,False
T1244,686,বক্ষগহ্বরের ভিতর এবং বাইরের চাপের সমতা,কারণ,প্রশ্বাস বায়ু ফুসফুসের ভিতর সহজে প্রবেশ করতে পারে,7,9-10-biology_secondary-7-22,True
T1245,789,মধ্যচ্ছদা,কারণ,পেশি সংকোচনের পরপরই প্রসারিত হয়,7,9-10-biology_secondary-7-22,False
T1246,789,মধ্যচ্ছদা,অবস্থান,উপরের দিকে উঠে যায়,7,9-10-biology_secondary-7-22,False
T1247,298,গ্যাসীয় বিনিময়,কাজ,অক্সিজেন ও কার্বন ডাই-অক্সাইড বিনিময়কে বুঝানো,7,9-10-biology_secondary-7-23,False
T1248,1108,হিমোগ্লোবিন + অক্সিজেন,অবস্থান,হিমোগ্লোবিন (অস্থায়ী যৌগ,7,9-10-biology_secondary-7-25,False
T1249,9,অক্সিহিমোগ্লোবিন,কাজ,মুক্ত অক্সিজেন + হিমোগ্লোবিন,7,9-10-biology_secondary-7-25,False
T1250,180,কাজ,কাজ,নিঃশ্বাসের সাথে নির্গত গ্যাসের প্রকৃতি নির্ণয়,7,9-10-biology_secondary-7-27,False
T1251,132,উদ্ভিদ,অবস্থান,পাতার স্টোমাটা ও পরিণত কাণ্ডের বাকলে অবস্থিত লেন্টিসেলে,7,9-10-biology_secondary-7-3,False
T1252,667,ফুসফুস,কারণ,ভাইরাস এবং ব্যাকটেরিয়ার আক্রমণ,7,9-10-biology_secondary-7-32,False
T1253,667,ফুসফুস,কারণ,বায়ুদূষণ,7,9-10-biology_secondary-7-32,False
T1254,667,ফুসফুস,কারণ,ভাসমান কণা,7,9-10-biology_secondary-7-32,False
T1255,667,ফুসফুস,কারণ,রাসায়নিক,7,9-10-biology_secondary-7-32,False
T1256,667,ফুসফুস,লক্ষণ,অজ্ঞতা,7,9-10-biology_secondary-7-32,False
T1257,667,ফুসফুস,লক্ষণ,অসাবধানতা,7,9-10-biology_secondary-7-32,False
T1258,667,ফুসফুস,কারণ,সংক্রমণ,7,9-10-biology_secondary-7-32,False
T1259,671,ফুসফুসের রোগ,কারণ,জটিল রোগ,7,9-10-biology_secondary-7-32,False
T1260,671,ফুসফুসের রোগ,কারণ,সাবধানতা,7,9-10-biology_secondary-7-32,False
T1261,276,খাবার,কারণ,এলার্জি হয়,7,9-10-biology_secondary-7-35,False
T1262,709,বায়ু,কারণ,হাঁপানি হতে পারে,7,9-10-biology_secondary-7-35,False
T1263,486,ধোঁয়া,কারণ,হাঁপানি হতে পারে,7,9-10-biology_secondary-7-35,False
T1264,483,ধুলাবালি,কারণ,হাঁপানি হতে পারে,7,9-10-biology_secondary-7-35,False
T1265,666,ফুলের রেণু,কারণ,হাঁপানি হতে পারে,7,9-10-biology_secondary-7-35,False
T1266,316,চিংড়ি,কারণ,এলার্জি হয়,7,9-10-biology_secondary-7-35,False
T1267,284,গরুর মাংস,কারণ,এলার্জি হয়,7,9-10-biology_secondary-7-35,False
T1268,121,ইলিশ মাছ,কারণ,এলার্জি হয়,7,9-10-biology_secondary-7-35,False
T1269,687,বছরের বিশেষ খতু,কারণ,রোগ বেড়ে যেতে পারে,7,9-10-biology_secondary-7-35,False
T1270,248,খতু পরিবর্তন,কারণ,রোগ বেড়ে যেতে পারে,7,9-10-biology_secondary-7-35,False
T1271,965,শিশু,কারণ,সর্দি কাশি থেকে হাঁপানি হওয়ার আশঙ্কা থাকে,7,9-10-biology_secondary-7-35,False
T1272,1097,হাঁপানি,লক্ষণ,হঠাৎ শ্বাসকষ্ট বেড়ে যায়,7,9-10-biology_secondary-7-35,False
T1273,43,অবস্থা,লক্ষণ,শ্বাসকন্টে দম বন্ধ হওয়া,7,9-10-biology_secondary-7-36,False
T1274,43,অবস্থা,লক্ষণ,ঠোঁট নীল হয়ে যাওয়া,7,9-10-biology_secondary-7-36,False
T1275,43,অবস্থা,লক্ষণ,গলার শিরা ফুলে যাওয়া,7,9-10-biology_secondary-7-36,False
T1276,711,বায়ুথলিত,কারণ,বাধাগ্রস্ত হওয়া,7,9-10-biology_secondary-7-36,False
T1277,913,রোগী,কাজ,বেশি কষ্ট পাওয়া,7,9-10-biology_secondary-7-36,False
T1278,186,কাশি,লক্ষণ,সাদা কফ বের হওয়া,7,9-10-biology_secondary-7-36,False
T1279,913,রোগী,অবস্থান,দুর্বল হওয়া,7,9-10-biology_secondary-7-36,False
T1280,160,ওঁষধ সেবন,কারণ,রোগী কিছুটা আরাম বোধ করে,7,9-10-biology_secondary-7-37,False
T1281,253,খাদ্য,প্রতিরোধ,শ্বাসকষ্ট বেড়ে যায়,7,9-10-biology_secondary-7-37,False
T1282,84,আলো-বাতাসপূর্ণ গৃহে বসবাস,কারণ,স্বাস্থ্যকর পরিবেশে বাস করা,7,9-10-biology_secondary-7-37,False
T1283,712,বায়ুদূষণ,কারণ,শ্বাসকষ্ট,7,9-10-biology_secondary-7-38,False
T1284,1098,হাঁপানি রোগী,কারণ,শ্বাসকষ্ট,7,9-10-biology_secondary-7-38,False
T1285,159,ওঁষধ,কাজ,শ্বাসকষ্ট লাঘবার জন্য সাথে ব্যবহার করা,7,9-10-biology_secondary-7-38,False
T1286,298,গ্যাসীয় বিনিময়,পরিমাণ,১৭১,7,9-10-biology_secondary-7-38,False
T1287,136,উদ্ভিদের গ্যাসীয় বিনিময়,কারণ,রাতের বেলা সালোকসংশ্লেষণ প্রক্রিয়ার আলোক পর্যায় বন্ধ থাকে,7,9-10-biology_secondary-7-4,False
T1288,462,দিবারাত্রি,কারণ,24 ঘণ্টা শ্বসনপ্রক্রিয়া সংঘটিত হয়,7,9-10-biology_secondary-7-4,False
T1289,979,শ্বসনপ্রক্রিয়া,কারণ,কার্বন ডাই-অক্সাইড গ্যাসের উৎপাদন চলতে থাকে,7,9-10-biology_secondary-7-4,False
T1290,690,বড় গাছের নিচে,কারণ,রাত্রিবেলা ঘুমালে শ্বাসকষ্ট দেখা দিতে পারে,7,9-10-biology_secondary-7-4,False
T1291,768,ব্রংকাইটিস,কারণ,ধূমপান,7,9-10-biology_secondary-7-40,False
T1292,768,ব্রংকাইটিস,কারণ,অস্বাস্থ্যকর পরিবেশ,7,9-10-biology_secondary-7-40,False
T1293,768,ব্রংকাইটিস,কারণ,দূষণ,7,9-10-biology_secondary-7-40,False
T1294,768,ব্রংকাইটিস,কারণ,শিশু,7,9-10-biology_secondary-7-40,False
T1295,768,ব্রংকাইটিস,কারণ,বয়স্ক ব্যক্তি,7,9-10-biology_secondary-7-40,False
T1296,317,চিকিৎসা,প্রকার,ডাক্তারের পরমার্শ অনুযায়ী রোগীর চিকিৎসা করানো,7,9-10-biology_secondary-7-43,False
T1297,509,নিউমোনিয়া,কারণ,অত্যধিক ঠান্ডা লাগলে,7,9-10-biology_secondary-7-44,False
T1298,509,নিউমোনিয়া,কারণ,হাম ও ব্রংকাইটিস রোগের পর ঠান্ডা লেগে,7,9-10-biology_secondary-7-44,False
T1299,509,নিউমোনিয়া,কারণ,শিশু এবং বয়স্কদের জন্য একটি মারাত্মক রোগ,7,9-10-biology_secondary-7-44,False
T1300,508,নিউমোকক্কাস,কারণ,রোগ,7,9-10-biology_secondary-7-45,False
T1301,763,ব্যাকটেরিয়া,কারণ,রোগ,7,9-10-biology_secondary-7-45,False
T1302,769,ভাইরাস,কারণ,রোগ,7,9-10-biology_secondary-7-45,False
T1303,326,ছত্রাক,কারণ,রোগ,7,9-10-biology_secondary-7-45,False
T1304,280,খেয়ে খাদ্যনালির রস,কারণ,রোগ,7,9-10-biology_secondary-7-45,False
T1305,322,চূড়ান্ত পর্যায়ে,লক্ষণ,বুকের মধ্যে ঘড়ঘড় আওয়াজ,7,9-10-biology_secondary-7-45,False
T1306,322,চূড়ান্ত পর্যায়ে,লক্ষণ,মারাত্মক শ্বাসকষ্ট,7,9-10-biology_secondary-7-45,False
T1307,866,যক্ষ্মা,লক্ষণ,উল্লেখ্য,7,9-10-biology_secondary-7-47,False
T1308,866,যক্ষ্মা,কারণ,লোক অধিক পরিশ্রম করে,7,9-10-biology_secondary-7-47,False
T1309,866,যক্ষ্মা,কারণ,দুর্বল,7,9-10-biology_secondary-7-47,False
T1310,866,যক্ষ্মা,কারণ,স্যাঁতসেতে বা অস্বাস্থ্যকর পরিবেশে বাস,7,9-10-biology_secondary-7-47,False
T1311,866,যক্ষ্মা,কারণ,অপুষ্টিতে ভোগে,7,9-10-biology_secondary-7-47,False
T1312,866,যক্ষ্মা,কারণ,যস্মা রোগীর সাথে বসবাস,7,9-10-biology_secondary-7-47,False
T1313,912,রোগ,কারণ,17০০৮৭০0711 8৮6%7001055 ব্যাকটেরিয়া,7,9-10-biology_secondary-7-48,False
T1314,912,রোগ,কারণ,17৮০০৮৫০1৮1 ব্যাকটেরিয়া,7,9-10-biology_secondary-7-48,False
T1315,138,উদ্ভিদের পাতা,কাজ,গ্যাসীয় বিনিময়,7,9-10-biology_secondary-7-5,False
T1316,132,উদ্ভিদ,কাজ,মূল মাটি থেকে পানি শোষণ,7,9-10-biology_secondary-7-5,False
T1317,1020,সাধারণত,সংজ্ঞা,তিন সপ্তাহের বেশি সময় কাশি থাকে,7,9-10-biology_secondary-7-50,False
T1318,186,কাশি,লক্ষণ,খুসখুসে হয়,7,9-10-biology_secondary-7-50,False
T1319,186,কাশি,লক্ষণ,কখনো কখনো রক্ত যায়,7,9-10-biology_secondary-7-50,False
T1320,896,রাতে,সংজ্ঞা,ঘাম হয়,7,9-10-biology_secondary-7-50,False
T1321,730,বিকেলের দিকে,সংজ্ঞা,জ্বর আসে,7,9-10-biology_secondary-7-50,False
T1322,744,বুকে পিঠে,সংজ্ঞা,ব্যথা হয়,7,9-10-biology_secondary-7-50,False
T1323,17,অজীর্ণ,সংজ্ঞা,পীড়া দেখা দেয়,7,9-10-biology_secondary-7-50,False
T1324,580,পেটের পীড়া,সংজ্ঞা,দেখা দেয়,7,9-10-biology_secondary-7-50,False
T1325,406,ডাক্তারের পরামর্শ,প্রতিরোধ,চিকিৎসা করা,7,9-10-biology_secondary-7-50,False
T1326,670,ফুসফুসের ক্যাঙ্গার,কারণ,পুরুষের ক্যাঙ্গারজনিত মৃত্যুর প্রধান কারণ,7,9-10-biology_secondary-7-53,False
T1327,667,ফুসফুস,প্রকার,ক্যাঙ্গারে রূপান্তরিত ক্ষত,7,9-10-biology_secondary-7-53,False
T1328,668,ফুসফুস ক্যান্সার,কারণ,ধুমপান,7,9-10-biology_secondary-7-54,False
T1329,668,ফুসফুস ক্যান্সার,কারণ,বায়ু ও পরিবেশদূষণ,7,9-10-biology_secondary-7-54,False
T1330,668,ফুসফুস ক্যান্সার,কারণ,"বস্তুর সংস্পর্শ (যেমন: এ্যাসবেস্টাস, আর্সেনিক, ক্রোমিয়াম, নিকেল, কঠিন ধাতুর গুঁড়া",7,9-10-biology_secondary-7-54,False
T1331,915,লক্ষণ,প্রকার,দীর্ঘদিন ধরে খুসখুসে কাশি ও বুকে ব্যথা,7,9-10-biology_secondary-7-55,False
T1332,915,লক্ষণ,প্রকার,ভরগ্নস্বর,7,9-10-biology_secondary-7-55,False
T1333,915,লক্ষণ,প্রকার,ওজন হাস,7,9-10-biology_secondary-7-55,False
T1334,915,লক্ষণ,প্রকার,স্কুধামান্দ্য,7,9-10-biology_secondary-7-55,False
T1335,915,লক্ষণ,প্রকার,হাঁপানি,7,9-10-biology_secondary-7-55,False
T1336,915,লক্ষণ,প্রকার,ঘনঘন জ্বর,7,9-10-biology_secondary-7-55,False
T1337,915,লক্ষণ,প্রকার,বারবার ব্রংকাইটিস বা নিউমোনিয়ায় সংক্রমিত হওয়া,7,9-10-biology_secondary-7-55,False
T1338,355,জীব,কাজ,সুচারুরূপে সম্পাদিত হয়,7,9-10-biology_secondary-7-64,False
T1339,282,গনুঁকোজ,লক্ষণ,কার্বন ডাই-অক্সাইড উৎপন্ন হয়,7,9-10-biology_secondary-7-64,False
T1340,891,রপ্ত কার্বন ডাই-অক্সাইড,কাজ,ফুসফুসে নিয়ে যায়,7,9-10-biology_secondary-7-64,False
T1341,667,ফুসফুস,কাজ,দেহের বাইরে নির্গত হয়,7,9-10-biology_secondary-7-64,False
T1342,752,বৃল্ধ বা কিডনি,কাজ,নাইট্রোজেনঘটিত বর্জ্য ও অতিরিক্ত অল্প শরীর থেকে বের করে দেয়,7,9-10-biology_secondary-7-64,False
T1343,871,রক্ত,কাজ,উপাদানগুলোকে ফুসফুসে নিয়ে যাওয়া,7,9-10-biology_secondary-7-7,False
T1344,667,ফুসফুস,কাজ,অক্সিজেন শোষিত এবং কার্বন ডাই-অক্সাইড ছেড়ে দাওয়া,7,9-10-biology_secondary-7-7,False
T1345,982,শ্বাসকার্য,কাজ,অক্সিজেন গ্রহণ এবং কার্বন ডাই-অক্সাইড নিষ্কাশন,7,9-10-biology_secondary-7-7,False
T1346,975,শ্বসন,কাজ,খাদ্যবস্তুকে বায়ুর অক্সিজেনের সাথে জারিত করে মজুত শক্তিকে রূপান্তর এবং কার্বন ডাই-অক্সাইড নিষ্কাশন,7,9-10-biology_secondary-7-7,False
T1347,467,দেহ,অবস্থান,চেতন এবং অচেতন,7,9-10-biology_secondary-7-9,False
T1348,467,দেহ,কাজ,অক্সিজেন গ্রহণ এবং কার্বন ডাই-অক্সাইডের নির্গমন,7,9-10-biology_secondary-7-9,False
T1349,633,প্রাণী,কাজ,প্রতিনিয়ত দেহরক্ষার নানাবিধ প্রক্রিয়া চলায়,7,9-10-biology_secondary-7-9,False
T1350,746,বৃক্ধের ইউরিনিফেরাস,অংশ,ক্ষরণকারী অংশ,8,9-10-biology_secondary-8-10,False
T1351,746,বৃক্ধের ইউরিনিফেরাস,কাজ,করার একক,8,9-10-biology_secondary-8-10,False
T1352,615,প্রতিটি বৃক্ধে,পরিমাণ,10-12 লক্ষ নেষ্রন,8,9-10-biology_secondary-8-10,False
T1353,614,প্রতিটি নেফ্রন,অংশ,রেনাল করপাসল,8,9-10-biology_secondary-8-10,False
T1354,614,প্রতিটি নেফ্রন,অংশ,রেনাল টিউব্যুল,8,9-10-biology_secondary-8-10,False
T1355,616,প্রতিটি রেনাল করপাসল,অংশ,গ্লোমেরুলাস,8,9-10-biology_secondary-8-10,False
T1356,616,প্রতিটি রেনাল করপাসল,অংশ,বোম্যান্স ক্যাপসুল,8,9-10-biology_secondary-8-10,False
T1357,761,বোম্যান্স ক্যাপসুল,অবস্থান,গ্লোমেরুলাসকে বেষ্টন করে,8,9-10-biology_secondary-8-10,False
