triple_id,head_id,head,tail_id,tail,relation,source_relation,chapter_no
T1136,793,মধ্যস্তর,34,অনৈচ্ছিক পেশি,সম্পর্কিত,কাজ,6
T1138,36,অন্তঃম্তর,1115,হৃৎপিণ্ডের প্রকোষ্ঠগুলো,সম্পর্কিত,কারণ,6
T1138,36,অন্তঃম্তর,1111,হৃৎপিণ্ড,সম্পর্কিত,কারণ,6
T1139,1117,হৃৎপিণ্ডের ভিতরের স্তর,51,অলিন্দ,সম্পর্কিত,কারণ,6
T1139,1117,হৃৎপিণ্ডের ভিতরের স্তর,520,নিলয়,সম্পর্কিত,কারণ,6
T1149,520,নিলয়,587,পেশিগুলো,সম্পর্কিত,অবস্থান,6
T1150,401,ট্রাইকাসপিড,51,অলিন্দ,সম্পর্কিত,কারণ,6
T1151,871,রক্ত,51,অলিন্দ,সম্পর্কিত,কাজ,6
T1152,704,বাইকাসপিড,51,অলিন্দ,সম্পর্কিত,কারণ,6
T1156,780,ভ্বৎপিণ্ড,871,রক্ত,সম্পর্কিত,অংশ,6
T1156,780,ভ্বৎপিণ্ড,14,অঙ্গ,সম্পর্কিত,অংশ,6
T1158,876,রক্তনালি,871,রক্ত,সম্পর্কিত,কাজ,6
T1159,877,রক্তবাহিকা,876,রক্তনালি,সম্পর্কিত,প্রকার,6
T1160,877,রক্তবাহিকা,1111,হৃৎপিণ্ড,সম্পর্কিত,কাজ,6
T1160,877,রক্তবাহিকা,871,রক্ত,সম্পর্কিত,কাজ,6
T1162,877,রক্তবাহিকা,196,কৈশিক জালিকা,সম্পর্কিত,প্রকার,6
T1162,877,রক্তবাহিকা,478,ধমনি,সম্পর্কিত,প্রকার,6
T1162,877,রক্তবাহিকা,964,শিরা,সম্পর্কিত,প্রকার,6
T1163,478,ধমনি,1020,সাধারণত,সম্পর্কিত,কারণ,6
T1163,478,ধমনি,871,রক্ত,সম্পর্কিত,কারণ,6
T1163,478,ধমনি,1111,হৃৎপিণ্ড,সম্পর্কিত,কারণ,6
T1167,390,টিউনিকা এক্সটার্না,393,টিস্যু,সম্পর্কিত,অংশ,6
T1168,391,টিউনিকা মিডিয়া,34,অনৈচ্ছিক পেশি,সম্পর্কিত,অংশ,6
T1169,389,টিউনিকা ইন্টারনা,71,আবরণী টিস্যু,সম্পর্কিত,অংশ,6
T1172,491,নাড়িস্পন্দন,480,ধমনির ভিতর,সম্পর্কিত,কারণ,6
T1175,669,ফুসফুসীয় শিরা,6,অক্সিজেন,সম্পর্কিত,কাজ,6
T1175,669,ফুসফুসীয় শিরা,871,রক্ত,সম্পর্কিত,কাজ,6
T1175,669,ফুসফুসীয় শিরা,667,ফুসফুস,সম্পর্কিত,কাজ,6
T1176,196,কৈশিক জালিকা,876,রক্তনালি,সম্পর্কিত,অবস্থান,6
T1177,196,কৈশিক জালিকা,478,ধমনি,সম্পর্কিত,কাজ,6
T1177,196,কৈশিক জালিকা,958,শাখাগুলো,সম্পর্কিত,কাজ,6
T1178,196,কৈশিক জালিকা,619,প্রত্যেকটি কোষ,সম্পর্কিত,কাজ,6
T1180,196,কৈশিক জালিকা,628,প্রাচীর,সম্পর্কিত,লক্ষণ,6
T1183,733,বিপি যন্ত্র,874,রক্তচাপ,সম্পর্কিত,কাজ,6
T1185,978,শ্বসনতন্ত্র,497,নাসাপথ,সম্পর্কিত,অংশ,7
T1186,978,শ্বসনতন্ত্র,292,গলবিল,সম্পর্কিত,অংশ,7
T1190,978,শ্বসনতন্ত্র,667,ফুসফুস,সম্পর্কিত,অংশ,7
T1191,978,শ্বসনতন্ত্র,790,মধ্যচ্ছদার,সম্পর্কিত,অংশ,7
T1194,499,নাসিকা,708,বাতাস,সম্পর্কিত,কাজ,7
T1194,499,নাসিকা,667,ফুসফুস,সম্পর্কিত,কাজ,7
T1199,497,নাসাপথ,709,বায়ু,সম্পর্কিত,কাজ,7
T1200,497,নাসাপথ,975,শ্বসন,সম্পর্কিত,কাজ,7
T1202,292,গলবিল,497,নাসাপথ,সম্পর্কিত,অবস্থান,7
T1203,292,গলবিল,354,জিহ্বা,সম্পর্কিত,অংশ,7
T1204,498,নাসাপথের পশ্চাৎপথ,253,খাদ্য,সম্পর্কিত,কাজ,7
T1207,310,ঘোমটা,587,পেশিগুলো,সম্পর্কিত,কারণ,7
T1208,310,ঘোমটা,354,জিহ্বা,সম্পর্কিত,কাজ,7
T1208,310,ঘোমটা,422,ঢাকনা,সম্পর্কিত,কাজ,7
T1210,142,উপজিহ্বা,310,ঘোমটা,সম্পর্কিত,কারণ,7
T1212,422,ঢাকনা,354,জিহ্বা,সম্পর্কিত,কারণ,7
T1214,708,বাতাস,497,নাসাপথ,সম্পর্কিত,পরিমাণ,7
T1214,708,বাতাস,292,গলবিল,সম্পর্কিত,পরিমাণ,7
T1218,655,ফাঁপা নল,430,তরুণাস্থি,সম্পর্কিত,কারণ,7
T1218,655,ফাঁপা নল,587,পেশিগুলো,সম্পর্কিত,কারণ,7
T1221,655,ফাঁপা নল,709,বায়ু,সম্পর্কিত,কারণ,7
T1223,983,শ্বাসনালি স্বরযন্ত্রের নিম্নাংশ,667,ফুসফুস,সম্পর্কিত,অবস্থান,7
T1226,958,শাখাগুলো,767,ব্রংকাই,সম্পর্কিত,কাজ,7
T1228,767,ব্রংকাই,958,শাখাগুলো,সম্পর্কিত,কাজ,7
T1232,667,ফুসফুস,1111,হৃৎপিণ্ড,সম্পর্কিত,অংশ,7
T1236,667,ফুসফুস,709,বায়ু,সম্পর্কিত,কাজ,7
T1237,710,বায়ুথলি,709,বায়ু,সম্পর্কিত,কারণ,7
T1243,981,শ্বাস-প্রশ্বাসের অঙ্গগুলো,292,গলবিল,সম্পর্কিত,অবস্থান,7
T1244,686,বক্ষগহ্বরের ভিতর এবং বাইরের চাপের সমতা,709,বায়ু,সম্পর্কিত,কারণ,7
T1244,686,বক্ষগহ্বরের ভিতর এবং বাইরের চাপের সমতা,667,ফুসফুস,সম্পর্কিত,কারণ,7
T1245,789,মধ্যচ্ছদা,587,পেশিগুলো,সম্পর্কিত,কারণ,7
T1247,298,গ্যাসীয় বিনিময়,184,কার্বন ডাই-অক্সাইড,সম্পর্কিত,কাজ,7
T1247,298,গ্যাসীয় বিনিময়,6,অক্সিজেন,সম্পর্কিত,কাজ,7
T1248,1108,হিমোগ্লোবিন + অক্সিজেন,1107,হিমোগ্লোবিন,সম্পর্কিত,অবস্থান,7
T1249,9,অক্সিহিমোগ্লোবিন,6,অক্সিজেন,সম্পর্কিত,কাজ,7
T1249,9,অক্সিহিমোগ্লোবিন,1107,হিমোগ্লোবিন,সম্পর্কিত,কাজ,7
T1250,180,কাজ,604,প্রকৃতি,সম্পর্কিত,কাজ,7
T1251,132,উদ্ভিদ,550,পাতা,সম্পর্কিত,অবস্থান,7
T1251,132,উদ্ভিদ,182,কাণ্ড,সম্পর্কিত,অবস্থান,7
T1252,667,ফুসফুস,769,ভাইরাস,সম্পর্কিত,কারণ,7
T1252,667,ফুসফুস,763,ব্যাকটেরিয়া,সম্পর্কিত,কারণ,7
T1253,667,ফুসফুস,712,বায়ুদূষণ,সম্পর্কিত,কারণ,7
T1262,709,বায়ু,1097,হাঁপানি,সম্পর্কিত,কারণ,7
T1263,486,ধোঁয়া,1097,হাঁপানি,সম্পর্কিত,কারণ,7
T1264,483,ধুলাবালি,1097,হাঁপানি,সম্পর্কিত,কারণ,7
T1265,666,ফুলের রেণু,1097,হাঁপানি,সম্পর্কিত,কারণ,7
T1271,965,শিশু,186,কাশি,সম্পর্কিত,কারণ,7
T1271,965,শিশু,1097,হাঁপানি,সম্পর্কিত,কারণ,7
T1275,43,অবস্থা,964,শিরা,সম্পর্কিত,লক্ষণ,7
T1280,160,ওঁষধ সেবন,913,রোগী,সম্পর্কিত,কারণ,7
T1287,136,উদ্ভিদের গ্যাসীয় বিনিময়,1027,সালোকসংশ্লেষণ,সম্পর্কিত,কারণ,7
T1287,136,উদ্ভিদের গ্যাসীয় বিনিময়,605,প্রক্রিয়া,সম্পর্কিত,কারণ,7
T1288,462,দিবারাত্রি,979,শ্বসনপ্রক্রিয়া,সম্পর্কিত,কারণ,7
T1289,979,শ্বসনপ্রক্রিয়া,184,কার্বন ডাই-অক্সাইড,সম্পর্কিত,কারণ,7
T1291,768,ব্রংকাইটিস,484,ধূমপান,সম্পর্কিত,কারণ,7
T1294,768,ব্রংকাইটিস,968,শিশুর,সম্পর্কিত,কারণ,7
T1296,317,চিকিৎসা,913,রোগী,সম্পর্কিত,প্রকার,7
T1298,509,নিউমোনিয়া,768,ব্রংকাইটিস,সম্পর্কিত,কারণ,7
T1299,509,নিউমোনিয়া,968,শিশুর,সম্পর্কিত,কারণ,7
T1312,866,যক্ষ্মা,913,রোগী,সম্পর্কিত,কারণ,7
T1313,912,রোগ,763,ব্যাকটেরিয়া,সম্পর্কিত,কারণ,7
T1315,138,উদ্ভিদের পাতা,298,গ্যাসীয় বিনিময়,সম্পর্কিত,কাজ,7
T1317,1020,সাধারণত,186,কাশি,সম্পর্কিত,সংজ্ঞা,7
T1319,186,কাশি,871,রক্ত,সম্পর্কিত,লক্ষণ,7
T1325,406,ডাক্তারের পরামর্শ,317,চিকিৎসা,সম্পর্কিত,প্রতিরোধ,7
T1326,670,ফুসফুসের ক্যাঙ্গার,573,পুরুষ,সম্পর্কিত,কারণ,7
T1329,668,ফুসফুস ক্যান্সার,709,বায়ু,সম্পর্কিত,কারণ,7
T1331,915,লক্ষণ,186,কাশি,সম্পর্কিত,প্রকার,7
T1331,915,লক্ষণ,743,বুকে,সম্পর্কিত,প্রকার,7
T1335,915,লক্ষণ,1097,হাঁপানি,সম্পর্কিত,প্রকার,7
T1337,915,লক্ষণ,768,ব্রংকাইটিস,সম্পর্কিত,প্রকার,7
T1339,282,গনুঁকোজ,184,কার্বন ডাই-অক্সাইড,সম্পর্কিত,লক্ষণ,7
T1344,667,ফুসফুস,184,কার্বন ডাই-অক্সাইড,সম্পর্কিত,কাজ,7
T1344,667,ফুসফুস,6,অক্সিজেন,সম্পর্কিত,কাজ,7
T1345,982,শ্বাসকার্য,184,কার্বন ডাই-অক্সাইড,সম্পর্কিত,কাজ,7
T1345,982,শ্বাসকার্য,6,অক্সিজেন,সম্পর্কিত,কাজ,7
T1346,975,শ্বসন,184,কার্বন ডাই-অক্সাইড,সম্পর্কিত,কাজ,7
T1346,975,শ্বসন,263,খাদ্যবস্তু,সম্পর্কিত,কাজ,7
T1346,975,শ্বসন,709,বায়ু,সম্পর্কিত,কাজ,7
T1346,975,শ্বসন,6,অক্সিজেন,সম্পর্কিত,কাজ,7
T1348,467,দেহ,184,কার্বন ডাই-অক্সাইড,সম্পর্কিত,কাজ,7
T1348,467,দেহ,6,অক্সিজেন,সম্পর্কিত,কাজ,7
T1349,633,প্রাণী,605,প্রক্রিয়া,সম্পর্কিত,কাজ,7
T1354,614,প্রতিটি নেফ্রন,909,রেনাল টিউব্যুল,সম্পর্কিত,অংশ,8
T1355,616,প্রতিটি রেনাল করপাসল,306,গ্লোমেরুলাস,সম্পর্কিত,অংশ,8
T1356,616,প্রতিটি রেনাল করপাসল,761,বোম্যান্স ক্যাপসুল,সম্পর্কিত,অংশ,8
T1357,761,বোম্যান্স ক্যাপসুল,306,গ্লোমেরুলাস,সম্পর্কিত,অবস্থান,8
T1360,346,জালিকা,478,ধমনি,সম্পর্কিত,অংশ,8
T1361,346,জালিকা,100,আ্যাফারেন্ট আর্টারিওল,সম্পর্কিত,কাজ,8
T1363,100,আ্যাফারেন্ট আর্টারিওল,197,কৈশিকনালি,সম্পর্কিত,কাজ,8
T1364,197,কৈশিকনালি,346,জালিকা,সম্পর্কিত,অংশ,8
T1365,197,কৈশিকনালি,117,ইফারেন্ট আর্টারিওল,সম্পর্কিত,কাজ,8
T1367,306,গ্লোমেরুলাস,871,রক্ত,সম্পর্কিত,কাজ,8
T1368,87,আল্ট্রাফিলট্রেট,909,রেনাল টিউব্যুল,সম্পর্কিত,অবস্থান,8
T1369,87,আল্ট্রাফিলট্রেট,605,প্রক্রিয়া,সম্পর্কিত,কাজ,8
T1374,745,বৃক্ধ,838,মূত্র,সম্পর্কিত,কাজ,8
T1379,838,মূত্র,839,মূত্রথলি,সম্পর্কিত,অবস্থান,8
T1380,874,রক্তচাপ,554,পানি,সম্পর্কিত,কাজ,8
T1382,362,জীবদেহ,554,পানি,সম্পর্কিত,কাজ,8
T1383,362,জীবদেহ,47,অভিপ্রবণ,সম্পর্কিত,লক্ষণ,8
T1384,751,বৃল্ধ নেফ্নের মাধ্যমে,554,পানি,সম্পর্কিত,কাজ,8
T1385,307,গ্লোমেরুলাসে,906,রেচন,সম্পর্কিত,কাজ,8
T1385,307,গ্লোমেরুলাসে,554,পানি,সম্পর্কিত,কাজ,8
T1386,750,বৃল্ধ অকার্যকর হয়ে গেলে,554,পানি,সম্পর্কিত,কারণ,8
T1390,191,কিডনির রোগ,638,প্রোটিনগুলো,সম্পর্কিত,লক্ষণ,8
T1391,191,কিডনির রোগ,871,রক্ত,সম্পর্কিত,লক্ষণ,8
T1398,747,বৃক্ধের পাথর,871,রক্ত,সম্পর্কিত,লক্ষণ,8
T1400,188,কিডনি,126,উচ্চ রক্তচাপ,সম্পর্কিত,কারণ,8
T1400,188,কিডনি,408,ডায়াবেটিস,সম্পর্কিত,কারণ,8
T1403,189,কিডনি বিকলতা,885,রক্তে,সম্পর্কিত,লক্ষণ,8
T1404,410,ডায়ালাইসিস,412,ডায়ালাইসিস মেশিন,সম্পর্কিত,অবস্থান,8
T1405,411,ডায়ালাইসিস টিউব,412,ডায়ালাইসিস মেশিন,সম্পর্কিত,অবস্থান,8
T1406,412,ডায়ালাইসিস মেশিন,695,বর্জ্য পদার্থ,সম্পর্কিত,কাজ,8
T1407,190,কিডনি সংযোজন,188,কিডনি,সম্পর্কিত,কাজ,8
T1411,63,অস্বাস্থ্যকর জীবনযাপন,840,মূত্রনালির সংক্রমণ,সম্পর্কিত,কারণ,8
T1414,906,রেচন,695,বর্জ্য পদার্থ,সম্পর্কিত,কাজ,8
T1417,906,রেচন,188,কিডনি,সম্পর্কিত,অংশ,8
T1417,906,রেচন,745,বৃক্ধ,সম্পর্কিত,অংশ,8
T1420,745,বৃক্ধ,819,মানবদেহ,সম্পর্কিত,অবস্থান,8
T1422,221,ক্যাপসুল-সংলগ্ন অংশ,171,কর্টেক্স,সম্পর্কিত,কারণ,8
T1423,221,ক্যাপসুল-সংলগ্ন অংশ,848,মেডুলা,সম্পর্কিত,কারণ,8
T1425,848,মেডুলা,570,পিরামিড,সম্পর্কিত,পরিমাণ,8
T1426,106,ইউরিনিফেরাস নালিকা,523,নেফ্রন,সম্পর্কিত,অংশ,8
T1427,106,ইউরিনিফেরাস নালিকা,992,সংগ্রাহক বা সংগ্রাহী নালিকা,সম্পর্কিত,অংশ,8
T1428,523,নেফ্রন,838,মূত্র,সম্পর্কিত,কাজ,8
T1429,992,সংগ্রাহক বা সংগ্রাহী নালিকা,838,মূত্র,সম্পর্কিত,কাজ,8
T1438,55,অস্টিওপোরোসিস,915,লক্ষণ,সম্পর্কিত,লক্ষণ,9
T1440,80,আর্থাইটিস,915,লক্ষণ,সম্পর্কিত,লক্ষণ,9
T1441,56,অস্থি,1101,হাড়,সম্পর্কিত,কারণ,9
T1450,430,তরুণাস্থি,56,অস্থি,সম্পর্কিত,অবস্থান,9
T1451,60,অস্থিসন্ধি,56,অস্থি,সম্পর্কিত,কাজ,9
T1456,60,অস্থিসন্ধি,1017,সাইনোভিয়াল অস্থিসন্ধি,সম্পর্কিত,কাজ,9
T1458,1017,সাইনোভিয়াল অস্থিসন্ধি,60,অস্থিসন্ধি,সম্পর্কিত,অংশ,9
T1458,1017,সাইনোভিয়াল অস্থিসন্ধি,933,লিগামেন্ট,সম্পর্কিত,অংশ,9
T1461,697,বল ও কোটরসম্ধি,1006,সম্ধিস্থলে,সম্পর্কিত,অবস্থান,9
T1462,1006,সম্ধিস্থলে,56,অস্থি,সম্পর্কিত,কাজ,9
T1463,165,কজা,162,কঙ্কাল,সম্পর্কিত,কাজ,9
T1464,588,পেশিতন্দ্র,14,অঙ্গ,সম্পর্কিত,কাজ,9
T1470,584,পেশি,263,খাদ্যবস্তু,সম্পর্কিত,কাজ,9
T1472,584,পেশি,56,অস্থি,সম্পর্কিত,কাজ,9
T1476,108,ইচ্ছাধীন স্নায়ু,587,পেশিগুলো,সম্পর্কিত,কারণ,9
T1478,396,টেনডন,799,মাংসপেশি,সম্পর্কিত,কারণ,9
T1478,396,টেনডন,56,অস্থি,সম্পর্কিত,কারণ,9
T1479,393,টিস্যু,396,টেনডন,সম্পর্কিত,কারণ,9
T1484,64,আঁটিগুচ্ছ,395,টিস্যুগুচ্ছ,সম্পর্কিত,কারণ,9
T1484,64,আঁটিগুচ্ছ,393,টিস্যু,সম্পর্কিত,কারণ,9
T1486,397,টেনডনের আঁটিগুচ্ছ,396,টেনডন,সম্পর্কিত,কারণ,9
T1486,397,টেনডনের আঁটিগুচ্ছ,393,টিস্যু,সম্পর্কিত,কারণ,9
T1486,397,টেনডনের আঁটিগুচ্ছ,587,পেশিগুলো,সম্পর্কিত,কারণ,9
T1487,396,টেনডন,587,পেশিগুলো,সম্পর্কিত,কাজ,9
T1489,589,পেশিবন্ধনী,56,অস্থি,সম্পর্কিত,কারণ,9
T1490,584,পেশি,587,পেশিগুলো,সম্পর্কিত,কারণ,9
T1493,933,লিগামেন্ট,957,শাখা-প্রশাখা,সম্পর্কিত,কারণ,9
T1494,162,কঙ্কাল,56,অস্থি,সম্পর্কিত,অংশ,9
T1495,969,শিশুর কঙ্কাল,56,অস্থি,সম্পর্কিত,অংশ,9
T1496,162,কঙ্কাল,819,মানবদেহ,সম্পর্কিত,কাজ,9
T1498,119,ইলাস্টিন,1101,হাড়,সম্পর্কিত,কাজ,9
T1500,55,অস্টিওপোরোসিস,227,ক্যালসিয়াম,সম্পর্কিত,কারণ,9
T1520,61,অস্থিসন্ধির অসুখ,317,চিকিৎসা,সম্পর্কিত,প্রকার,9
T1521,56,অস্থি,162,কঙ্কাল,সম্পর্কিত,অংশ,9
T1523,56,অস্থি,430,তরুণাস্থি,সম্পর্কিত,অংশ,9
T1531,163,কঙ্কালতন্ত্র,56,অস্থি,সম্পর্কিত,অংশ,9
T1531,163,কঙ্কালতন্ত্র,430,তরুণাস্থি,সম্পর্কিত,অংশ,9
T1531,163,কঙ্কালতন্ত্র,587,পেশিগুলো,সম্পর্কিত,অংশ,9
T1531,163,কঙ্কালতন্ত্র,589,পেশিবন্ধনী,সম্পর্কিত,অংশ,9
T1534,699,বহিঃকঙ্কাল,162,কঙ্কাল,সম্পর্কিত,অবস্থান,9
T1537,162,কঙ্কাল,14,অঙ্গ,সম্পর্কিত,কাজ,9
T1538,798,মস্তিষ্ক করোটি,857,মেরুরজ্জু,সম্পর্কিত,অবস্থান,9
T1539,798,মস্তিষ্ক করোটি,1111,হৃৎপিণ্ড,সম্পর্কিত,অবস্থান,9
T1539,798,মস্তিষ্ক করোটি,667,ফুসফুস,সম্পর্কিত,অবস্থান,9
T1540,587,পেশিগুলো,162,কঙ্কাল,সম্পর্কিত,অবস্থান,9
T1544,56,অস্থি,250,খনিজ লবণ,সম্পর্কিত,কাজ,9
T1548,562,পারকিনসন রোগ,797,মস্তিষ্ক,সম্পর্কিত,অবস্থান,10
T1550,562,পারকিনসন রোগ,913,রোগী,সম্পর্কিত,কাজ,10
T1551,562,পারকিনসন রোগ,694,বয়স,সম্পর্কিত,অবস্থান,10
T1554,590,পেশির নড়াচড়া,587,পেশিগুলো,সম্পর্কিত,কারণ,10
T1557,563,পারকিনসন রোগাক্রান্ত রোগীর মস্তিষ্কে,419,ডোপামিন তৈরির কোষগুলো,সম্পর্কিত,কারণ,10
T1558,585,পেশি কোষগুলো,563,পারকিনসন রোগাক্রান্ত রোগীর মস্তিষ্কে,সম্পর্কিত,কারণ,10
T1559,800,মাংসপেশি তার কোষগুলো,799,মাংসপেশি,সম্পর্কিত,কারণ,10
T1560,694,বয়স,913,রোগী,সম্পর্কিত,কারণ,10
T1560,694,বয়স,799,মাংসপেশি,সম্পর্কিত,কারণ,10
T1567,513,নিকোটিন,1077,স্নায়ুগুলো,সম্পর্কিত,কাজ,10
T1568,513,নিকোটিন,515,নিকোটিনের চাহিদা,সম্পর্কিত,কাজ,10
T1569,515,নিকোটিনের চাহিদা,484,ধূমপান,সম্পর্কিত,কাজ,10
T1570,514,নিকোটিনের গ্রহণ,1076,স্নায়ুকোষ,সম্পর্কিত,কারণ,10
T1574,355,জীব,608,প্রজাতি,সম্পর্কিত,কারণ,10
T1575,369,জীবের প্রজনন,608,প্রজাতি,সম্পর্কিত,প্রকার,10
T1582,352,জিবেরেলিন,182,কাণ্ড,সম্পর্কিত,কারণ,10
T1583,1011,সাইটোকাইনিন,734,বিভাজন,সম্পর্কিত,কাজ,10
T1585,1011,সাইটোকাইনিন,14,অঙ্গ,সম্পর্কিত,কাজ,10
T1589,111,ইথিলিন,550,পাতা,সম্পর্কিত,কাজ,10
T1591,111,ইথিলিন,182,কাণ্ড,সম্পর্কিত,কাজ,10
T1597,116,ইন্ডোল আ্যাসিটিক এসিড (4&&,222,ক্যাম্বিয়াম,সম্পর্কিত,কারণ,10
T1598,222,ক্যাম্বিয়াম,208,কোষগুচ্ছ,সম্পর্কিত,কাজ,10
T1603,5,অক্ষরণগুলি,182,কাণ্ড,সম্পর্কিত,কারণ,10
T1604,784,ভ্রণমূল,131,উদ্দীপনা,সম্পর্কিত,অংশ,10
T1611,315,চলন,622,প্রভাবকগুলো,সম্পর্কিত,কারণ,10
T1612,684,বক্চচলন,182,কাণ্ড,সম্পর্কিত,কারণ,10
T1623,1094,হরমোন,393,টিস্যু,সম্পর্কিত,কারণ,10
T1625,1005,সমন্বয়,14,অঙ্গ,সম্পর্কিত,কাজ,10
T1626,672,ফেরোমন,253,খাদ্য,সম্পর্কিত,কারণ,10
T1630,1080,স্নায়ুতল্ত,1005,সমন্বয়,সম্পর্কিত,কাজ,10
T1631,1095,হরমোনতন্দ্র,1005,সমন্বয়,সম্পর্কিত,কাজ,10
T1632,423,তন্ত্র,633,প্রাণী,সম্পর্কিত,কাজ,10
T1632,423,তন্ত্র,14,অঙ্গ,সম্পর্কিত,কাজ,10
T1632,423,তন্ত্র,1005,সমন্বয়,সম্পর্কিত,কাজ,10
T1633,1079,স্নায়ুতন্ত্র,14,অঙ্গ,সম্পর্কিত,কারণ,10
T1633,1079,স্নায়ুতন্ত্র,1005,সমন্বয়,সম্পর্কিত,কারণ,10
T1634,869,য্নায়ূতন্ত্র,14,অঙ্গ,সম্পর্কিত,কাজ,10
T1634,869,য্নায়ূতন্ত্র,1005,সমন্বয়,সম্পর্কিত,কাজ,10
T1634,869,য্নায়ূতন্ত্র,131,উদ্দীপনা,সম্পর্কিত,কাজ,10
T1639,797,মস্তিষ্ক,792,মধ্যমস্তিষ্ক,সম্পর্কিত,অংশ,10
T1649,1059,সেরিব্রাল হেমিস্ফিয়ার,510,নিউরন,সম্পর্কিত,অবস্থান,10
T1653,1057,সেরিব্রাম,1058,সেরিব্রাল কট্টেক্স,সম্পর্কিত,অবস্থান,10
T1654,1057,সেরিব্রাম,510,নিউরন,সম্পর্কিত,কারণ,10
T1654,1057,সেরিব্রাম,91,আ্যাক্সন,সম্পর্কিত,কারণ,10
T1658,792,মধ্যমস্তিষ্ক,587,পেশিগুলো,সম্পর্কিত,কাজ,10
T1663,1056,সেরিবেলাম,485,ধূসর পদার্থ,সম্পর্কিত,লক্ষণ,10
T1663,1056,সেরিবেলাম,984,শ্বেত পদার্থ,সম্পর্কিত,লক্ষণ,10
T1664,1056,সেরিবেলাম,587,পেশিগুলো,সম্পর্কিত,কাজ,10
T1664,1056,সেরিবেলাম,1005,সমন্বয়,সম্পর্কিত,কাজ,10
T1665,849,মেডুলা অবলংগাটা,792,মধ্যমস্তিষ্ক,সম্পর্কিত,অবস্থান,10
T1666,849,মেডুলা অবলংগাটা,797,মস্তিষ্ক,সম্পর্কিত,অংশ,10
T1667,849,মেডুলা অবলংগাটা,1056,সেরিবেলাম,সম্পর্কিত,অংশ,10
T1669,169,করোটিক ম্নায়ু,849,মেডুলা অবলংগাটা,সম্পর্কিত,অবস্থান,10
T1670,169,করোটিক ম্নায়ু,253,খাদ্য,সম্পর্কিত,কাজ,10
T1671,169,করোটিক ম্নায়ু,1111,হৃৎপিণ্ড,সম্পর্কিত,কাজ,10
T1672,169,করোটিক ম্নায়ু,667,ফুসফুস,সম্পর্কিত,কাজ,10
T1673,169,করোটিক ম্নায়ু,292,গলবিল,সম্পর্কিত,কাজ,10
T1676,1077,স্নায়ুগুলো,604,প্রকৃতি,সম্পর্কিত,কারণ,10
T1677,857,মেরুরজ্জু,330,ছিদ্র,সম্পর্কিত,অবস্থান,10
T1681,857,মেরুরজ্জু,797,মস্তিষ্ক,সম্পর্কিত,অবস্থান,10
T1683,857,মেরুরজ্জু,868,য্নায়ুগুলো,সম্পর্কিত,অংশ,10
T1685,1078,স্নায়ুটিস্যু,1076,স্নায়ুকোষ,সম্পর্কিত,অংশ,10
T1685,1078,স্নায়ুটিস্যু,510,নিউরন,সম্পর্কিত,অংশ,10
T1687,416,ডেনড্রন,211,কোষদেহ,সম্পর্কিত,কারণ,10
T1688,416,ডেনড্রন,417,ডেনড্রাইট,সম্পর্কিত,অংশ,10
T1689,417,ডেনড্রাইট,510,নিউরন,সম্পর্কিত,কাজ,10
T1690,511,নিউরনের আযাক্সনের টারমিনাল,654,ফাঁকা সংযোগস্থল,সম্পর্কিত,অবস্থান,10
T1691,654,ফাঁকা সংযোগস্থল,1034,সিন্যাপস,সম্পর্কিত,কারণ,10
T1692,512,নিউরনের সম্ধিস্থল,510,নিউরন,সম্পর্কিত,অবস্থান,10
T1694,510,নিউরন,131,উদ্দীপনা,সম্পর্কিত,কাজ,10
T1695,32,অনুভূতিবাহী বা সংবেদী নিউরন গ্রাহক অঙ্গ,131,উদ্দীপনা,সম্পর্কিত,কারণ,10
T1696,194,কেন্দ্রীয় স্নায়ূতন্ত্র,131,উদ্দীপনা,সম্পর্কিত,কারণ,10
T1697,859,মোটর বা আজ্ঞাবাহী নিউরন,131,উদ্দীপনা,সম্পর্কিত,কারণ,10
T1700,86,আলোর উদ্দীপনাজনিত তাড়না,587,পেশিগুলো,সম্পর্কিত,কাজ,10
T1701,67,আঙ্গুলের ত্বক,442,ত্বক,সম্পর্কিত,অবস্থান,10
T1702,442,ত্বক,510,নিউরন,সম্পর্কিত,কাজ,10
T1702,442,ত্বক,131,উদ্দীপনা,সম্পর্কিত,কাজ,10
T1703,131,উদ্দীপনা,510,নিউরন,সম্পর্কিত,অবস্থান,10
T1703,131,উদ্দীপনা,78,আযাক্সন,সম্পর্কিত,অবস্থান,10
T1705,993,সংবেদী নিউরনের আ্যাক্সন,131,উদ্দীপনা,সম্পর্কিত,কারণ,10
T1706,131,উদ্দীপনা,1077,স্নায়ুগুলো,সম্পর্কিত,অবস্থান,10
T1707,131,উদ্দীপনা,91,আ্যাক্সন,সম্পর্কিত,অবস্থান,10
T1708,635,প্রান্তীয় স্নায়ুতন্ত্র,797,মস্তিষ্ক,সম্পর্কিত,অংশ,10
T1708,635,প্রান্তীয় স্নায়ুতন্ত্র,857,মেরুরজ্জু,সম্পর্কিত,অংশ,10
T1708,635,প্রান্তীয় স্নায়ুতন্ত্র,1077,স্নায়ুগুলো,সম্পর্কিত,অংশ,10
T1709,170,করোটিক স্নায়ু,354,জিহ্বা,সম্পর্কিত,কাজ,10
T1709,170,করোটিক স্নায়ু,461,দাঁত,সম্পর্কিত,কাজ,10
