triple_id,chapter_no,chapter_title,subject,relation,object,source_text
T0326,2,জীবকোষ ও টিস্যু,আবরণী টিস্যু,অবস্থান,রূপান্তরিত হয়ে গ্রন্থি টিস্যু এবং জনন টিস্যুতে পরিণত হয়,"৩৬ জীববিজ্ঞান (দ) গ্রন্থি আবরণী টিস্যু: বিভিন্ন ধরনের রস নিঃসরণ করে। আবরণী টিস্যু কোনো অঙ্গের বা নালির ভিতরের ও বাইরের অংশ তৈরি করে থাকে । আবার এই টিস্যু রূপান্তরিত হয়ে রক্ষণ, ক্ষরণ, শোষণ, ব্যাপন, পরিবহণ- এই সব কাজে অংশ নেয়। আবরণী টিস্যু রূপান্তরিত হয়ে গ্রন্থি টিস্যু এবং জনন টিস্যুতে পরিণত হয় এবং দেহের বিভিন্ন গুরুত্বপূর্ণ কাজে অংশগ্রহণ করে থাকে।"
T2149,13,জীবের পরিবেশ,বর্জ্য পদার্থ,অবস্থান,পরিবেশে,"পৃথিবীর সব জীব, জড় ও ভৌত অবস্থা-- সবকিছু মিলেই আমাদের পরিবেশ। জীব সক্রিয়ভাবে জড়জগৎ থেকে তাদের প্রয়োজনীয় উপাদান সংগ্রহ করে তার জীবন অতিবাহিত করে এবং বর্জ্য পদার্থ হিসেবে বা মৃত্যুর পর পরিবেশে মিশে গিয়ে সেসব গৃহীত উপাদান আবার জড় পরিবেশেই ফিরিয়ে দেয়। সবুজ উদ্ভিদ বায়ু থেকে কার্বন ডাই-অক্সাইড এবং মাটি থেকে পানি সংগ্রহ করে সালোকসংশ্লেষণ প্রক্রিয়ায় তাদের প্রধান খাদ্য কার্বোহাইড্রেট (শর্করা) তৈরির সময় অক্সিজেন ত্যাগ করে। উদ্ভিদ এবং প্রাণী মিলিয়ে পুরো জীবজগতের শ্বসনের জন্য যতটুকু অক্সিজেন প্রয়োজন, তার একটি বড় অংশ আসে এই সালোকসংশ্লেষণ প্রক্রিয়া থেকে ৷ সবুজ-অসবুজ এই দুই ধরনের উদ্ভিদই মাট"
T0151,2,জীবকোষ ও টিস্যু,শ্বসনের ধাপ,কাজ,ক্রেবস চক্রে অংশগ্রহণকারী উৎসেচক উপস্থিত থাকায় বিক্রিয়াগুলো মাইটোকন্ড্রিয়াতেই সম্পন্ন হয়,"ধাপ (গ্লাইকোলাইসিসের বিক্রিয়াগুলো) মাইটোকন্তরিয়ায় ঘটে না। তবে দ্বিতীয়, তৃতীয় ও চতুর্থ ধাপ মাইটোকন্ড্রিয়ার মধ্যেই সম্পন্ন হয়। শ্বসনের অত্যন্ত গুরুত্বপূর্ণ ধাপ ক্রেবস চক্রে (তৃতীয় ধাপে) অংশগ্রহণকারী সব উৎসেচক উপস্থিত থাকায় এ বিক্রিয়াগুলো মাইটোকন্ডরিয়াতেই সম্পন্ন হয়। তোমরা দেখবে, ক্রেবস চক্রে সবচেয়ে বেশি শক্তি উৎপাদিত হয়। এজন্য মাইটোকন্ডিয়াকে কোষের শত্তি উৎপাদন কেন্দ্র বা পাওয়ার হাউস বলা হয়। জীব তার বিভিন্ন কাজে এই শত্তি খরচ করে। কিছু ব্যতিক্রম ছাড়া সকল উদ্ভিদকোষ ও প্রাণিকোষে মাইটোকন্ডিয়া পাওয়া যায়।"
T1828,11,জীবের প্রজনন,স্ত্রীসতবক,কাজ,গর্ভপত্র নিয়ে গঠিত হতে পারে,"(6) স্ত্রীদ্তবক (65:10০0111): স্ত্রীসতবক বা গর্ভকেশরের অবস্থান ফুলটির কেন্দ্রে । এটি ফুলের আর একটি অত্যাবশ্যকীয় স্তবক। স্ত্রীসতবক এক বা একাধিক গর্ভপত্র (81061) নিয়ে গঠিত হতে পারে। একটি গর্ভপত্রের তিনটি অংশ, যথা: গর্ভাশয় (0ছ317), গর্ভদণ্ড (50716) এবং গর্ভমুণ্ড ($051003) ৷ যখন কতগুলো গর্ভপত্র নিয়ে একটি স্ত্রীসতবক গঠিত হয় এবং এরা সম্পূর্ণভাবে পরস্পরের সাথে যুক্ত থাকে, তখন তাকে যুক্তগর্ভপত্রী (57108110005), আর আলাদা থাকলে বিযুক্তগর্ভপত্রী (80170810085) বলে।"
T0637,5,"খাদ্য, পুষ্টি ও পরিপাক",গ্যাস্ট্রিকগ্রন্থি,কাজ,"ট্রিপসিন, লাইপেজ, আ্যামাইলেজ নিঃসৃত","গ্যাস্ট্রিকগ্রন্থি পাকস্থলীর প্রাচীরে থাকে৷ এ গ্রন্থি থেকে নিঃসৃত রস (ট্রিপসিন, লাইপেজ, আ্যামাইলেজ) গ্যাস্ট্রিক রস বা পাচক রস নামে পরিচিত। স্ষুদ্রান্তের প্রাচীরে ভিলাইয়ে আন্দ্রিকগ্রন্থি থাকে । এ গ্রন্থি থেকে নিঃসৃত রসের নাম আন্তরিক রস। ৫.৮.৩ খাদ্য পরিপাক ক্রিয়া (01565001৷ ০£ চ০০0৭)"
T1210,7,গ্যাসীয় বিনিময়,উপজিহ্বা,কারণ,ঘোমটা,এটা গলবিলের নিচে এবং শ্বাসনালির উপরে অবস্থিত ৷ স্বরযন্দ্রের দুই ধারে দুটি পেশি থাকে৷ এগুলোকে ঘ০০৪] ০০10 বলে। স্বরযন্ত্রের উপরে একটি জিহ্বা আকৃতির ঢাকনা রয়েছে। একে উপজিহ্বা (চ1510605) বলে। শ্বাস-প্রশ্বাস নেওয়ার সময় এটি খোলা থাকে এবং এ পথে বাতাস ফুসফুসে চিত্র ৭.০৩: নাসাপথ ও গলবিল খাদ্যনালিতে প্রবেশ করে। শ্বাস-প্রশ্বাসে এর কোনো ভূমিকা নেই৷
T1669,10,সমন্বয়,করোটিক ম্নায়ু,অবস্থান,মধ্যে মেডুলা অবলংগাটা,"মধ্যে মেডুলা অবলংগাটা থেকে আট জোড়া করোটিক ম্নায়ু উৎপন্ন হয়। এর স্নায়ু খাদ্য গলাধঃকরণ, হৃৎপিণ্ড, ফুসফুস, গলবিল ইত্যাদির কিছু কাজ নিয়ন্ত্রণ করে। তাছাড়া এই স্নায়ুগুলো শ্রবণ এবং ভারসাম্যের মতো গুরুত্বপূর্ণ কাজের সাথে জড়িত। মস্তিষ্ক থেকে বের হওয়া বারো জোড়া করোটিক ম্নায়ু মাথা, চিত্র ১০.০৩: মানুষের স্নায়ুতম্ম"
T0301,2,জীবকোষ ও টিস্যু,জননকোষ,অবস্থান,মিয়োসিস পদ্ধতিতে জনন মাতৃকোষে,"জননকোষ (০৪11০00০ ০০]]): যৌন প্রজনন ও জনুঃক্রম দেখা যায়, এমন জীবে জননকোষ উৎপন্ন হয়। মিয়োসিস পদ্ধতিতে জনন মাতৃকোষের বিভাজন ঘটে এবং জনন কোষ উৎপন্ন হয়। অপত্য জননকোষে করোমোজোম সংখ্যা জনন মাতৃকোষের ক্রোমোজোম সংখ্যার অর্ধেক থাকে। পুং ও স্ত্রী জননকোষ মিলিত"
T0253,2,জীবকোষ ও টিস্যু,ভেসেল,কারণ,প্রোটোপ্লাজমবিহীন হয়,"উপরে ওঠার জন্য একটি সরু পথ সৃষ্টি হয়ে যায়। প্রাথমিক অবস্থায় এ কোষগুলো প্রোটোপ্লাজমপূর্ণ থাকলেও পরিণত বয়সে এরা মৃত এবং প্রোটোপ্লাজমবিহীন হয়। ভেসেলের প্রাচীর ট্রাকিডের মতো বিভিন্নরূপে পুরু হয়, যেমন- সোপানাকার, সর্পিলাকার, বলয়াকার, কূপাঙ্কিত ইত্যাদি। ভেসেল সাধারণত কয়েক সেন্টিমিটার লম্বা হয়। তবে বৃক্ষ বা আরোহী উদ্ভিদে আরও অনেক লম্বা হতে পারে। এদের প্রধানত গুপ্তবীজী উদ্ভিদের সব অঙ্গে দেখা যায়। নগ্লবীজী উদ্ভিদের মধ্যে উন্নত"
T0190,2,জীবকোষ ও টিস্যু,সেস্ট্রোক্ফিয়া,অবস্থান,সেন্ট্রোলের চারপাশে,"এটি প্রাণিকোষের বৈশিষ্ট্য, প্রধানত প্রাণিকোষে এদের পাওয়া যায়। নিম্নশ্রেণির উদ্ভিদ কোষে কদাচিৎ কাছে দুটি ফাঁপা নলাকার বা দণ্ডাকার অঙ্গাণু দেখা যায়, তাদের সেন্ট্রিওল বলে । সেন্ট্রিওলের চারপাশে অবস্থিত গাঢ় তরলকে সেন্ট্রোক্ষিয়ার এবং সেস্ট্রোক্ফিয়ারসহ সেন্ট্রিওলকে সেন্ট্রোজোম বলে। সেন্ট্রোজোমে থাকা সেন্ট্রিওল কোষ বিভাজনের চিত্র ২.০৯: সেস্ট্রোজোম"
T0162,2,জীবকোষ ও টিস্যু,উৎসেচক,অবস্থান,স্ট্রোমাতে,অন্যান্য সবুজ অংশে এদের পাওয়া যায়। প্লীস্টিডের গ্রানা (83108) অংশ সূর্যালোককে আবদ্ধ করে ঠঁ রাসায়নিক শত্তিতে রূপান্তরিত করে। এই আবদ্ধ সৌরশক্তি স্ট্রোমাতে (500103) অবস্থিত উৎসেচক // ২৪ জীববিজ্ঞান চিত্র ২.০৬: একটি প্লীস্টিড (খণ্ডিত) ৷ ক্লোরোপ্লাস্টের বিভিন্ন অংশ ইলেক্ট্রন অণুবীক্ষণ যন্ত্রে দেখা এবং সরলভাবে উপস্থাপিত
T0217,2,জীবকোষ ও টিস্যু,টিস্যু,প্রকার,তিন ধরনের,"একই বা বিভিন্ন প্রকারের একগুচ্ছ কোষ একত্রিত হয়ে যদি একই কাজ করে এবং তাদের উৎপত্তিও অপর বাহ্ জীবকোষ ও টিস্যু ২৯ যদি অভিন্ন হয়, তখন তাদের টিস্যু বা কলা বলে টিস্যু দুই ধরনের, ভাজক টিস্যু এবং স্থায়ী টিস্যু। টিস্যু তিন ধরনের, যথা- সরল টিস্যু, জটিল টিস্যু এবং নিঃস্রাবী (ক্ষরণকারী) টিস্যু। এখানে শুধু সরল এবং জটিল টিস্যু নিয়ে আলোচনা করা হবে।"
T2213,14,জীবপ্রযুক্তি,রিকম্বিনেন্ট ডিএনএ প্রযুক্তি,কাজ,রিকস্বিনেন্ট ডিএনএ তৈরির প্রক্রিয়া,"একটি জীব থেকে একটি নির্দিষ্ট জিন বহনকারী ডিএনএ খণ্ড পৃথক করে ভিন্ন একটি জীবে স্থানান্তরের কৌশল হচ্ছে জিন প্রকৌশল (০০1০৮00 ০178106911115) ৷ আরও সহজভাবে বলা যায়, কাঙ্ক্ষিত নতুন একটি বৈশিষ্ট্য সৃষ্টির জন্য কোনো জীবের ডিএনএর পরিবর্তন ঘটানোকে জিন প্রকৌশল বলে। এই জিন যে কৌশলগুলোর মাধ্যমে স্থানান্তর করা হয়, তাদের একত্রে রিকম্বিনেন্ট ডিএনএ কৌশল বলে । এই কৌশল অবলম্বন করে একটি ডিএনএ অণুর কাঙ্ক্ষিত অংশ কেটে আলাদা করে অন্য একটি ডিএনএ অনুতে প্রতিস্থাপন করার ফলে যে নতুন ডিএনএ অণুর সৃষ্টি হয়, তাকে রিকম্বিনেন্ট ডিএনএ বলে। রিকস্বিনেন্ট ডিএনএ তৈরির প্রক্রিয়াকে রিকম্বিনেন্ট ডিএনএ প্রযুক্তি বা জিন ক্লোনিং বলা"
T1488,9,দৃঢ়তা প্রদান ও চলন,টেনডন,কারণ,পেশি বা অস্থির তুলনায় ভেঙে বা ছিড়ে যাওয়ার সম্ভাবনা অনেক কম,"পেশি এবং টেনডনের সংযোগস্থলে টেনডন তন্তুগুলো পেশিতন্তুর সারকোলেমায় সংযোজিত হয়৷ পেশি এবং টেনডনের সংযোগকে আরও শক্তিশালী করার জন্য টেনডনের আঁটিগুচ্ছ বেষ্টনকারী আ্যারিওলার টিস্যু, পেশি বান্ডিল বা আঁটির আবরক টিস্যুর সাথে অবিচ্ছিন্ন যোগাযোগ তৈরি করে । টেনডন বেশ শত্ত। অস্থি বা পেশির তুলনায় টেনডনের ভেঙে বা ছিড়ে যাওয়ার সম্ভাবনা অনেক কম, তবে কোনোভাবে যদি তা ছিঁড়ে যায়, তাহলে সহজে জোড়া লাগে না। পেশিবন্ধনী পেশিপ্রান্তে রজ্জ্ুর মতো শত্ত হয়ে অস্থির সাথে সংযুক্ত থাকে। পেশি অস্থির সাথে আবদ্ধ হয়ে দেহকাঠামো গঠনে, দৃঢ়তা দানে, অস্থিবন্ধনী গঠনে সাহায্য করে এবং চাপটানের (৮915116 501617807) বিরুদ্ধে যাত্দ্র"
T0318,2,জীবকোষ ও টিস্যু,জনন অঙ্গের আবরণী টিস্যু,কাজ,শুক্রাণু এবং ডিম্বাণু কোষ উৎপন্ন করে এবং প্রজাতির ধারা অক্ষুণ্ন রাখে,"0) সিলিয়াযুক্ত আবরণী টিস্যু: মেরুদণ্ডী প্রাণীদের শ্বাসনালির প্রাচীরে দেখা যায়। 01) ফ্লাজেলাযুক্ত আবরণী টিস্যু: হাইড্রার এন্ডোডার্মে থাকে৷ 01) ক্ষণপদযুত্ত আবরণী টিস্যু: হাইড্রার এন্ডোডার্মে এবং মেরুদণ্ডী প্রাণীদের অন্তরে দেখা যায়। 0%) জনন অঙ্গের আবরণী টিস্যু: বিশেষভাবে রূপান্তরিত আবরণী টিস্যু, যা থেকে শুক্রাণু এবং ডিম্বাণু কোষ উৎপন্ন হয়। এরা প্রজননে অংশগ্রহণ করে প্রজাতির ধারা অক্ষুণ্ন রাখে।"
T1561,10,সমন্বয়,পারকিনসন রোগ,অবস্থান,ধীরে ধীরে প্রকটরূপে,"পারকিনসন রোগ সাধারণত ধীরে ধীরে প্রকটরূপে দেখা দেয়। প্রাথমিক অবস্থায় রোগী হালকা হাত বা পা কাঁপা অবস্থায় থাকে। ফলে চলাফেরা বির্নিত হয়। এছাড়াও চোখের পাতার কাঁপুনি, কোষ্ঠকাঠিন্য, খাবার গিলতে কষ্ট হওয়া, সোজাসুজি হাঁটার সমস্যা, কথা বলার সময় মুখের বাচনভঙ্গি না আসা অর্থাৎ মুখ অনড় থাকা মাংসপেশিতে টান পড়া বা ব্যথা হওয়া, নড়াচড়ায় কষ্ট হওয়া, যেমন চেয়ার থেকে উঠা কিংবা হাঁটতে শুরু করার সময় অসুবিধে হওয়া-- এই ধরনের নানা উপসর্গ দেখা দিতে শুরু করে।"
T0422,3,কোষ বিভাজন,চিত্রের বিভাজন,কারণ,"ঘ. ৪ তে সৃষ্ট অপত্য কোষের ক্রোমোজোম সংখ্যা 4, এর অর্ধেক","8. 3 চিত্রের বিভাজন ॥ চিত্রের বিভাজন থেকে ব্যতিক্রম, কারণ_ ক. ৪ তে নিউক্লিয়াসের বিভাজন একবার হলেও / তে দুইবার ঘটে খ. ৪ জীবের গুণগত স্থিতিশীলতা বজায় রাখলেও /, বৈচিত্র্য সৃষ্টি করে গ. ৪ দেহকোষে সংঘটিত হলেও /, জনন মাতৃকোষে সংঘটিত হয় ঘ. ৪ তে সৃষ্ট অপত্য কোষের ক্রোমোজোম সংখ্যা 4, এর অর্ধেক | নব / '/ | চিত্র ক. ইন্টারফেজ কাকে বলে?"
T1313,7,গ্যাসীয় বিনিময়,রোগ,কারণ,17০০৮৭০0711 8৮6%7001055 ব্যাকটেরিয়া,"গ্যাসীয় বিনিময় ১৭৩ দেহে এ রোগের আক্রমণ ঘটলে সহজে এর লক্ষণ প্রকাশ পায় না। যখন জীবাণুগুলো দেহের রোগ প্রতিরোধক শ্বেত রন্তকণিকাকে পরাস্ত করে দেহকে দুর্বল করে, তখনই এ রোগের লক্ষণ প্রকাশ পায়। কারণ: সাধারণত 17০০৮৭০0711 8৮6%7001055 নামক এক ধরনের ব্যাকটেরিয়ার আক্রমণে এ রোগ হয়। তবে 17৮০০৮৫০1৮1 গণভূক্ত আরও কিছু ব্যাকটেরিয়া যক্ষ্মা সৃষ্টি করতে পারে। অস্বাস্থ্যকর"
T1785,10,সমন্বয়,রোগ,কারণ,"কায়িক পরিশ্রম করেন না, দিনের বেশির ভাগ সময় বসে কাজ করেন অথবা অলস জীবন যাপন করেন ব্যক্তিদের আশঙ্কা বেশি","পূর্বে ধারণা করা হতো কেবল বয়স্কদের এ রোগটি হয়। এ ধারণাটি সঠিক নয়। ছোট-বড় সব বয়সে এ রোগ হতে পারে। তবে যারা কায়িক পরিশ্রম করেন না, দিনের বেশির ভাগ সময় বসে কাজ করেন অথবা অলস জীবন যাপন করেন, তাদের ডায়াবেটিস হওয়ার আশঙ্কা বেশি থাকে৷ তাছাড়া স্থূলকায় ব্যক্তিদের এ রোগ হওয়ার আশঙ্কা বেশি৷ যেহেতু এ রোগ বংশগত, তাই কোনো ব্যক্তির বাবা, মা, দাদা, দাদির এ রোগ থাকলে তার এ রোগ হওয়ার আশঙ্কা খুবই বেশি। বংশগতভাবে অনেক শিশুর দেহে ইনসুলিন উৎপাদন কম হয়, ফলে শিশুটি ইনসুলিন ঘাটতিজনিত অসুস্থতায় ভুগতে থাকে৷"
T2069,12,জীবের বংশগতি ও জৈব অভিব্যক্তি,পরিবর্তন,প্রকার,010080010,"(0) প্রকরণ বা জীবদেহে পরিবর্তন: পৃথিবীতে দুটি জীব কখনোই অবিকল একই ধরনের হয় না। যত কমই হোক এদের মধ্যে কিছু না কিছু পার্থক্য থাকে৷ দুটি জীবের মধ্যে যে পার্থক্য দেখা যায়, তাকে প্রকরণ (ঘ৭1160) বা পরিবৃত্তি (010080010) বলে । অনুকূল প্রকরণ অস্তিত্বের জন্য জীবনসংগ্রামে একটি জীবকে সাহায্য করে। (9) প্রাকৃতিক নির্বাচন: ডারউইন তত্ত্বের এই প্রতিপাদ্যটি সবচেয়ে বেশি গুরুত্বপূর্ণ। অনুকূল (বা"
T0061,2,জীবকোষ ও টিস্যু,ত্বক,অবস্থান,দেহের বাইরে,"দেহের বাইরের দিকে যে আচ্ছাদনকারী আবরণ থাকে, তাকে ত্বক বা চামড়া (91010) বলে। কিছু ক্ষুদ্র ক্ষুদ্র গ্রন্থিযুক্ত এই ত্বক দেহকে আচ্ছাদন করে, বাইরের আঘাত এবং জীবাণুর আক্রমণ থেকে রক্ষা করে। এছাড়া দেহের জলীয় অংশকে দেহের ভিতর সংরক্ষণ করে।"
T0613,5,"খাদ্য, পুষ্টি ও পরিপাক",পিত্তনালি,কাজ,যকৃৎ-অগ্ম্যাশয় নালির মাধ্যমে ডিওডেনামে প্রবেশ করে,যকৃতের নিচের অংশ পিত্তথলি বা পিত্তাশয় সংলগ্ন থাকে । এখানে পিত্তরস জমা হয়। পিত্তরস গাঢ় সবুজ বর্ণের এবং তিস্ত স্বাদবিশিষ্ট। পিত্তথলি পিত্তনালির সাহায্যে অগ্্যাশয় নালির সাথে মিলিত হয়। এটি যকৃৎ-অগ্ম্যাশয় নালির মাধ্যমে ডিওডেনামে প্রবেশ করে। ৬) একক কাজ কাজ: পৌফ্টিকতন্দ্রের চিত্র অঙ্কন করে বিভিন্ন অংশ চিহ্নিত কর এবং শ্রেণিতে উপস্থাপন করো।
T0392,2,জীবকোষ ও টিস্যু,মানুষের লালাগ্রন্থি,অবস্থান,পৌষ্টিক গ্রন্থি,"এই তন্ত্র খাদ্যগ্রহণ, পরিপাক, শোষণ এবং অপাচ্য খাদ্যাংশ নিষ্কাশনের সাথে জড়িত। পরিপাকতন্দ্রের দুটি প্রধান অংশ থাকে, যথা: পৌষ্টিক নালি (015০50ঘ6 ০৪৮31) এবং পৌষ্টিক গ্রন্থি (015০506 হ181105) ৷ মুখছিদ্র, মুখগহ্বর, গলবিল, অশ্ননালি, পাকস্থলী, ডিওডেনাম, ইলিয়াম, রেকটাম বা মলাশয় এবং পায়ুছিদ্র নিয়ে পৌষ্টিক নালি গঠিত। মানুষের লালাগ্রন্থি, যকৃৎ এবং অগ্ন্যাশয় পৌন্টিক গ্রন্থি হিসেবে কাজ করে। এসব গ্রন্থির নিঃসৃত রস খাদ্য পরিপাকে সহায়তা করে।"
T2233,14,জীবপ্রযুক্তি,জেনেটিক ইঞ্জিনিয়ারিং,কাজ,নতুন ও উন্নত বৈশিষ্ট্যসম্পন্ন জীব সৃষ্টি,"১৪.৩.২ জেনেটিক ইঞ্জিনিয়ারিংয়ের ব্যবহার জেনেটিক ইঞ্জিনিয়ারিং বা রিকম্বিনেন্ট 144 প্রযুক্তি হলো সর্বাধুনিক জীবপ্রযুক্তি। এই প্রযুক্তির মূল উদ্দেশ্য হলো নতুন ও উন্নত বৈশিষ্ট্যসম্পন্ন জীব সৃষ্টি, যা দিয়ে মানুষ সর্বোত্তমভাবে লাভবান হতে পারে। এই প্রযুক্তির মাধ্যমে ইতোমধ্যেই সাফল্য অর্জিত হয়েছে। (৪) শস্য উন্নয়নে এই প্রযুক্তির সাহায্যে ক্ষতিকর পোকামাকড় প্রতিরোধী ফসলের জাত উদ্ভাবন করা হয়েছে।"
T0129,2,জীবকোষ ও টিস্যু,সব ক্রোমোজোম সিপিন্ডল যন্ত্রের বিষুবীয় অঞ্চলে,অবস্থান,অবস্থান,এ পর্যায়ের প্রথমেই সব ক্রোমোজোম সিপিন্ডল যন্ত্রের বিষুবীয় অঞ্চলে (দুই মেরুর মধ্যখানে) অবস্থান করে। প্রতিটি ক্রোমোজোমের সেস্ট্রোমিয়ার বিষুবীয় অঞ্চলে এবং বাহু দুটি মেরুমুখী হয়ে অবস্থান করে। এ পর্যায়ে ক্রোমোজোমগুলো সর্বাধিক মোটা এবং খাটো হয়। প্রতিটি ক্রোমোজোমের ক্রোমাটিড দুটি পরস্পর থেকে বিচ্ছিন্ন হতে থাকে। এ পর্যায়ের শেষ দিকে সেস্ট্রোমিয়ারের বিভাজন শুরু হয়। নিউক্লিয়ার মেমব্রেন এবং নিউক্লিওলাসের সম্পূর্ণ বিলুপ্তি ঘটে ৷
T1605,10,সমন্বয়,কোষের উপাদান,অবস্থান,নিচের দিকে,ভ্রণমূল বা ভ্রণকাণ্ডের অগ্রাংশ অভিকর্ষের উদ্দীপনা অনুভব করতে পারে। একে অভিকর্ষ উপলব্ধি (০০০৮০৮০০৮৮০৮) বলে। অভিকর্ষণের ফলে কোষের উপাদানগুলো নিচের দিকে স্থানান্তরিত হয়। এদের চাপ পড়ে পাশ্বীয় কোষের প্রাচীরে। এর ফলে অভিকর্ষণীয় চলন দেখা যায়।
T1696,10,সমন্বয়,কেন্দ্রীয় স্নায়ূতন্ত্র,কারণ,উদ্দীপনা প্রেরণ করার,সমন্বয় ২১৭ করে থাকে। নিউরনের প্রধান কাজ উদ্দীপনা বহন করা৷ অনুভূতিবাহী বা সংবেদী নিউরন গ্রাহক অঙ্গ থেকে কেন্দ্রীয় য্নায়ূতন্ত্রে এবং মোটর বা আজ্ঞাবাহী নিউরন কেন্দ্রীয় স্নায়ূতন্ত্র থেকে কার্যকরী অঙ্গে উদ্দীপনা প্রেরণ করে। (ফী) একক কাজ : একটি নিউরনের চিত এঁকে এর বিভিন্ন অংশ চিহ্নিত করো। ]
T1065,6,জীবে পরিবহন,রক্তরসের উপাদান,প্রকার,পানি,"রক্তের বর্ণহীন তরল অংশকে রকন্তরস বলে। সাধারণত রক্তের শতকরা প্রায় 55 ভাগ রক্তরস। রক্তরসের প্রধান উপাদান পানি। এছাড়া বাকি অংশে কিছু প্রোটিন, জৈবযৌগ ও সামান্য অজৈব লবণ দ্রবীভূত অবস্থায় থাকে । এর মধ্যে যে পদার্থগুলো থাকে তা হলো; 0) প্রোটিন, যথা-আ্যালবুমিন, গ্লোবিউলিন ও ফাইব্রিনোজেন (0) গ্লুকোজ য) ক্ষুদ্র ক্ষুদ্র চর্বিকণা (ছ) খনিজ লবণ (ছ) ভিটামিন (ছা) হরমোন (ছা) এন্টিবড়ি"
T0093,2,জীবকোষ ও টিস্যু,কোষ বা টিস্যুর পাতলা স্তর,অবস্থান,জলীয় মাধ্যমে,"কোষ বা টিস্যুর পাতলা স্তরকে যখন অণুবীক্ষণ যন্ত্রে দেখা হয়, তখন সেটি যে জলীয় মাধ্যমে অবস্থান করে, তার থেকে আলাদা করে চিহ্নিত করা মুশকিল । এ সমস্যা সমাধান করার বিভিন্ন উপায় রয়েছে। তার মধ্যে একটি উপায় হলো ওই কোষ বা টিস্যুকে রং করা, যাতে সেই রং দেখে পারিপার্স্থিকতার সাপেক্ষে তার অবস্থান এবং আকৃতি আলাদা করে চিহ্নিত করা যায়। অনেক সময় এই রঞ্জন প্রক্রিয়া এত সূক্মতার সাথে করা সম্ভব, যাতে করে শুধু বিশেষ ধরনের কোষ কিংবা কোষের বিশেষ কোনো অংশ বা অঙ্গাণু অথবা টিস্যুর নির্দিষ্ট কোনো উপাদানই কেবল রঙিন হয়। একেই বলে স্লাইড স্টেইনিং। যেসব রঞ্জক পদার্থ দিয়ে স্টেইনিং করা হয়, সেগুলোকে একত্রে স্টেইন (5081"
T0038,1,জীবন পাঠ,শিক্ষার্থী,কারণ,জীববিজ্ঞানের,"চওড়া এবং খাড়া কপাল, খুলির হাড় [00770 গণের অন্য প্রজাতির তুলনায় পাতলা এবং বুদ্ধিবৃত্তিকভাবে উন্নত। ১২ জীববিজ্ঞান কোনো প্রজাতিকে শ্রেণিবিন্যাসের কোন ধাপে কেন অন্তর্ভুক্ত করা হলো, তার কারণগুলো জীববিজ্ঞানের শিক্ষার্থী হিসেবে জেনে নিতে হয়। কারণ কোনো একটা প্রজাতির শ্রেণিবিন্যাস লেখার সবচেয়ে প্রচলিত রীতি এটাই, যেখানে আলাদা করে কারণগুলো লেখা হয় না। ১.৫ দ্বিপদ নামকরণ পদ্ধতি"
T0863,5,"খাদ্য, পুষ্টি ও পরিপাক",সেলুলোজ,কাজ,উদ্ভিদের কাঠামো তৈরি,"শস্যদানার বহিরাবরণ, সবজি, ফলের খোসা, শাঁস, বীজ এবং উদ্ভিদের ডাঁটা, মূল ও পাতায় আঁশ থাকে। এগুলো মূলত কোষপ্রাচীরের সেলুলোজ এবং লিগনিন। হাড় যেমন মানবদেহের কাঠামো তৈরি করে, সেলুলোজ এবং রাফেজ তেমনি উদ্ভিদের কাঠামো তৈরি করে। এগুলো জটিল শর্করা । গবাদিপশু, যেমন: গরু, ছাগল, মহিষ ইত্যাদি সেলুলোজ হজম করতে পারে। কিন্তু মানুষ এগুলো হজম করতে পারে না। রাফেজ পানি শোষণ করে এবং মলের পরিমাণ বৃদ্ধি করে ও বৃহদন্তর থেকে মল নিষ্কাশনে সাহায্য করে। রাফেজযুক্ত খাবার বিষাক্ত বর্জনীয় বস্তুকে খাদ্যনালি থেকে পরিশোষণ করে। ধারণা করা হয়, এরূপ খাবার খাদ্যনালির ক্যাঙ্গারের আশঙ্কা অনেকাংশে হ্রাস করে। আঁশযুক্ত খাবার স্থূলতা হ"
T1387,8,রেচন প্রক্রিয়া,চোখ-মুখসহ সারা শরীর,কারণ,ফুলে যেতে পারা,"মাধ্যমেই সবচেয়ে বেশি পানি দেহ থেকে বেরিয়ে যায়। দেহের পানিসাম্য নিয়ন্ত্রণে বৃক্ক প্রধান ভূমিকা পালন করে৷ বৃল্ধ নেফ্নের মাধমে পুনঃশোষণ প্রক্রিয়ায় দেহে পানির সমতা বজায় রাখে । গ্লোমেরুলাসে রেচন বর্জ্য, পানি এবং অন্যান্য তরল পদার্থ পরিস্ুত হয়। বৃল্ধ অকার্যকর হয়ে গেলে দেহে পানি জমতে থাকে৷ চোখ-মুখসহ সারা শরীর ফুলে যেতে পারে, এমনকি উচ্চ রন্তচাপও সৃষ্টি হতে পারে। এগুলো প্রকৃতপক্ষে অসমোরেগুলেশনজনিত ত্রুটির লক্ষণ।"
